code_insee;name;department;zip_code;gps
10227;Marolles-sous-Lignières;10;10130;48.0520003827, 3.93246550297
10166;Les Grandes-Chapelles;10;10170;48.4916267047, 3.93350100384
10232;Merrey-sur-Arce;10;10110;48.1160220302, 4.43093259336
10182;Juvancourt;10;10310;48.1567685845, 4.79470021531
10190;Laubressel;10;10270;48.2596266125, 4.24959642717
10173;Isle-Aumont;10;10800;48.2055801821, 4.1125140322
10196;Lignières;10;10130;48.0520003827, 3.93246550297
10230;Mergey;10;10600;48.3767482025, 3.98875459714
10212;Machy;10;10320;48.1632184055, 4.02059815423
11111;Cruscades;11;11200;43.1662010238, 2.78892059953
11112;Cubières-sur-Cinoble;11;11190;42.9166610889, 2.34707884311
11113;Cucugnan;11;11350;42.8796650781, 2.66522654176
11121;Donazac;11;11240;43.1188469018, 2.06671991119
11133;Fajac-en-Val;11;11220;43.0809470716, 2.59145854442
11142;Festes-et-Saint-André;11;11300;43.0486403902, 2.18021479284
11147;Fontanès-de-Sault;11;11140;42.7657925357, 2.16672255446
11148;Fontcouverte;11;11700;43.2164263433, 2.63518086038
11152;Fontjoncouse;11;11360;42.9848553966, 2.7967793394
11160;Galinagues;11;11140;42.7657925357, 2.16672255446
11162;Generville;11;11270;43.1822151687, 1.96656505821
11164;Ginestas;11;11120;43.2793720392, 2.88392060651
11169;Greffeil;11;11250;43.0946347739, 2.34321262347
11170;Gruissan;11;11430;43.1033671547, 3.08203415117
11172;Homps;11;11200;43.1662010238, 2.78892059953
11175;Issel;11;11400;43.3333084343, 1.97819883163
11177;Joucou;11;11140;42.7657925357, 2.16672255446
11180;Labastide-Esparbairenque;11;11380;43.3945963595, 2.38722889335
11182;Lacombe;11;11310;43.3722409402, 2.17410983728
11185;Lagrasse;11;11220;43.0809470716, 2.59145854442
11189;Laprade;11;11390;43.3925599417, 2.2792029886
11190;La Redorte;11;11700;43.2164263433, 2.63518086038
11192;Lasbordes;11;11400;43.3333084343, 1.97819883163
11196;Laurac;11;11270;43.1822151687, 1.96656505821
11202;Leucate;11;11370;42.8990754596, 3.02622378383
11212;Mailhac;11;11120;43.2793720392, 2.88392060651
11226;Mayreville;11;11420;43.2067830751, 1.79388571157
11230;Mérial;11;11140;42.7657925357, 2.16672255446
11241;Montbrun-des-Corbières;11;11700;43.2164263433, 2.63518086038
11242;Montclar;11;11250;43.0946347739, 2.34321262347
11246;Montgradail;11;11240;43.1188469018, 2.06671991119
11247;Monthaut;11;11240;43.1188469018, 2.06671991119
11251;Montlaur;11;11220;43.0809470716, 2.59145854442
11255;Montredon-des-Corbières;11;11100;43.1614428329, 3.00768633064
11260;Mouthoumet;11;11330;42.9592043622, 2.54502712372
11264;Névian;11;11200;43.1662010238, 2.78892059953
11270;Padern;11;11350;42.8796650781, 2.66522654176
11279;Pennautier;11;11610;43.2600787186, 2.30202617457
11283;Peyrefitte-sur-l'Hers;11;11420;43.2067830751, 1.79388571157
11285;Peyriac-de-Mer;11;11440;43.0899544333, 2.94880546616
11288;Pezens;11;11170;43.2815047945, 2.19442534937
11293;Pomas;11;11250;43.0946347739, 2.34321262347
11297;Pradelles-Cabardès;11;11380;43.3945963595, 2.38722889335
11298;Pradelles-en-Val;11;11220;43.0809470716, 2.59145854442
11299;Preixan;11;11250;43.0946347739, 2.34321262347
11302;Puilaurens;11;11140;42.7657925357, 2.16672255446
11304;Quillan;11;11500;42.8642681542, 2.2143101342
11314;Rieux-en-Val;11;11220;43.0809470716, 2.59145854442
11318;Roquecourbe-Minervois;11;11700;43.2164263433, 2.63518086038
11320;Roquefeuil;11;11340;42.8370630944, 1.98179772961
11321;Roquefort-de-Sault;11;11140;42.7657925357, 2.16672255446
11335;Sainte-Colombe-sur-Guette;11;11140;42.7657925357, 2.16672255446
11338;Saint-Couat-du-Razès;11;11300;43.0486403902, 2.18021479284
11351;Saint-Laurent-de-la-Cabrerisse;11;11220;43.0809470716, 2.59145854442
11361;Saint-Papoul;11;11400;43.3333084343, 1.97819883163
11367;Saissac;11;11310;43.3722409402, 2.17410983728
11385;Soupex;11;11320;43.3837467528, 1.85528043392
11397;Trèbes;11;11800;43.2182954878, 2.49172141797
11400;Tréziers;11;11230;42.9737220665, 2.02689573941
11412;Villardebelle;11;11580;43.0019735527, 2.32970366921
11417;Villarzel-du-Razès;11;11300;43.0486403902, 2.18021479284
11429;Villemoustaussou;11;11620;43.2496570838, 2.3662986021
11431;Villeneuve-les-Corbières;11;11360;42.9848553966, 2.7967793394
11432;Villeneuve-lès-Montréal;11;11290;43.1943746552, 2.18782678941
11434;Villepinte;11;11150;43.2498711617, 2.06462165287
12002;Aguessac;12;12520;44.1968259654, 3.06387030498
12018;Balaguier-d'Olt;12;12260;44.458873555, 1.98297177766
12023;La Bastide-Solages;12;12550;43.9452392779, 2.61731670514
12025;Belmont-sur-Rance;12;12370;43.8037612905, 2.74262599071
12029;Bor-et-Bar;12;12270;44.2133464767, 2.02193088766
12036;Brommat;12;12600;44.8341310228, 2.67664580865
12037;Broquiès;12;12480;43.9974313835, 2.69341373502
12043;Calmont;12;12450;44.2840952345, 2.5725628832
12053;La Capelle-Balaguier;12;12260;44.458873555, 1.98297177766
12067;Le Clapier;12;12540;43.8787455208, 3.14987374669
12073;Comps-la-Grand-Ville;12;12120;44.1738899788, 2.54748951823
12076;Conques-en-Rouergue;12;12320;44.5837975359, 2.46440638377
12084;Creissels;12;12100;44.0898281066, 3.10621950967
12094;Entraygues-sur-Truyère;12;12140;44.6558037135, 2.58164635516
12099;Fayet;12;12360;43.7904240706, 2.95795996186
12100;Firmi;12;12300;44.5947922935, 2.27515362111
12108;Galgan;12;12220;44.4874742078, 2.20156153334
12109;Gissac;12;12360;43.7904240706, 2.95795996186
12110;Golinhac;12;12140;44.6558037135, 2.58164635516
12127;Lédergues;12;12170;44.0745006665, 2.51889903328
12129;Lestrade-et-Thouels;12;12430;44.0864778708, 2.70135704539
12144;Meljac;12;12120;44.1738899788, 2.54748951823
12145;Millau;12;12100;44.0898281066, 3.10621950967
12147;Montagnol;12;12360;43.7904240706, 2.95795996186
11053;Brugairolles;11;11300;43.0486403902, 2.18021479284
11056;Cabrespine;11;11160;43.3459989767, 2.52081672381
11073;Cassaignes;11;11190;42.9166610889, 2.34707884311
11046;Bourigeole;11;11300;43.0486403902, 2.18021479284
11059;Cailhavel;11;11240;43.1188469018, 2.06671991119
11048;Boutenac;11;11200;43.1662010238, 2.78892059953
11044;Bouisse;11;11330;42.9592043622, 2.54502712372
11070;Carlipa;11;11170;43.2815047945, 2.19442534937
11060;Cailla;11;11140;42.7657925357, 2.16672255446
01001;L'Abergement-Clémenciat;01;01400;46.1331001556, 4.99858455549
01021;Ars-sur-Formans;01;01480;46.0178170669, 4.81482624573
01006;Ambléon;01;01300;45.7328309975, 5.65715901636
02111;Brancourt-en-Laonnois;02;02320;49.5132435119, 3.44966195866
02133;Bucy-lès-Pierrepont;02;02350;49.6393180069, 3.83480530276
02169;Châtillon-lès-Sons;02;02270;49.714634271, 3.5968851996
02127;Bruyères-sur-Fère;02;02130;49.1935797302, 3.55982855371
02141;La Capelle;02;02260;49.966610567, 3.91127792949
02175;Chavigny;02;02880;49.4238582409, 3.38402828695
02152;Cerseuil;02;02220;49.3180108636, 3.5439628093
02121;Breny;02;02210;49.2129002416, 3.35011614589
02129;Bruys;02;02220;49.3180108636, 3.5439628093
01187;Haut Valromey;01;01260;45.9506630232, 5.68746147482
01165;Francheleins;01;01090;46.0869886552, 4.79611073763
01146;Dompierre-sur-Chalaronne;01;01400;46.1331001556, 4.99858455549
01145;Dompierre-sur-Veyle;01;01240;46.0916655381, 5.14797548998
01169;Genouilleux;01;01090;46.0869886552, 4.79611073763
01151;Druillat;01;01160;46.0747014809, 5.31394582841
01175;Gorrevod;01;01190;46.4316836316, 4.96424452785
01157;Fareins;01;01480;46.0178170669, 4.81482624573
01162;Flaxieu;01;01350;45.8543854094, 5.76557245306
01173;Gex;01;01170;46.3286268081, 6.03059799732
01410;Sonthonnax-la-Montagne;01;01580;46.2402104429, 5.54908625912
01403;Serrières-de-Briord;01;01470;45.805864462, 5.47727707691
01384;Saint-Rambert-en-Bugey;01;01230;45.9329292993, 5.4692328328
01383;Saint-Paul-de-Varax;01;01240;46.0916655381, 5.14797548998
01417;Thézillieu;01;01110;45.9724218119, 5.577110369
01406;Servignat;01;01560;46.44295833, 5.12304891736
01420;Thoissey;01;01140;46.1670266686, 4.8459954399
01411;Souclin;01;01150;45.8772713832, 5.32595701713
01401;Sergy;01;01630;46.2145490709, 5.95816552297
01079;Champagne-en-Valromey;01;01260;45.9506630232, 5.68746147482
01088;Charnoz-sur-Ain;01;01800;45.8984701804, 5.16340257624
01081;Champfromier;01;01410;46.2796643227, 5.91198359476
01098;Chazey-Bons;01;01300;45.7328309975, 5.65715901636
01115;Confrançon;01;01310;46.2412963633, 5.11553315012
01109;Collonges;01;01550;46.1521009626, 5.90976446888
01144;Dommartin;01;01380;46.3161847468, 4.97400450524
01075;Chaleins;01;01480;46.0178170669, 4.81482624573
01110;Colomieu;01;01300;45.7328309975, 5.65715901636
01134;Crottet;01;01750;46.2973437135, 4.87546330177
01134;Crottet;01;01290;46.2466681, 4.88543738301
01338;Groslée-Saint-Benoit;01;01680;45.752622921, 5.55446422211
01338;Groslée-Saint-Benoit;01;01300;45.7328309975, 5.65715901636
01286;Parves et Nattages;01;01300;45.7328309975, 5.65715901636
01332;Saint-André-de-Bâgé;01;01380;46.3161847468, 4.97400450524
01337;Saint-Bénigne;01;01190;46.4316836316, 4.96424452785
01323;Reyssouze;01;01190;46.4316836316, 4.96424452785
01319;Relevant;01;01990;46.0766987934, 4.89959868147
01331;Saint-Alban;01;01450;46.1107742949, 5.45519733117
01303;Poncin;01;01450;46.1107742949, 5.45519733117
01308;Pougny;01;01550;46.1521009626, 5.90976446888
01288;Péron;01;01630;46.2145490709, 5.95816552297
01240;Matafelon-Granges;01;01580;46.2402104429, 5.54908625912
01229;Malafretaz;01;01340;46.3400485451, 5.13297724307
01197;Journans;01;01250;46.2066710432, 5.38605889851
01196;Jayat;01;01340;46.3400485451, 5.13297724307
01225;Lurcy;01;01090;46.0869886552, 4.79611073763
01216;Lhuis;01;01680;45.752622921, 5.55446422211
01211;Lent;01;01240;46.0916655381, 5.14797548998
01209;Léaz;01;01200;46.1338706653, 5.81259483702
01245;Bohas-Meyriat-Rignat;01;01250;46.2066710432, 5.38605889851
01243;Messimy-sur-Saône;01;01480;46.0178170669, 4.81482624573
01252;Mogneneins;01;01140;46.1670266686, 4.8459954399
01280;Ordonnaz;01;01510;45.8480243468, 5.61949053703
01249;Miribel;01;01700;45.8388521429, 4.95806179291
01248;Mionnay;01;01390;45.9283135136, 4.92727608131
01247;Mijoux;01;01170;46.3286268081, 6.03059799732
01247;Mijoux;01;01410;46.2796643227, 5.91198359476
01284;Ozan;01;01190;46.4316836316, 4.96424452785
02018;Anizy-le-Château;02;02320;49.5132435119, 3.44966195866
02028;Athies-sous-Laon;02;02840;49.568752947, 3.72970362193
02015;Ancienville;02;02600;49.2730511855, 3.12339772854
02016;Andelain;02;02800;49.6765246538, 3.39232111371
01054;Bourg-Saint-Christophe;01;01800;45.8984701804, 5.16340257624
01032;Béligneux;01;01360;45.8283269463, 5.15327415034
01056;Boyeux-Saint-Jérôme;01;01640;46.0337779297, 5.42151732468
01052;Bouligneux;01;01330;45.9976909227, 5.02164504767
01072;Ceyzériat;01;01250;46.2066710432, 5.38605889851
01024;Attignat;01;01340;46.3400485451, 5.13297724307
01029;Beaupont;01;01270;46.3890219242, 5.30343220636
01051;Bolozon;01;01450;46.1107742949, 5.45519733117
01045;Birieux;01;01330;45.9976909227, 5.02164504767
01059;Brénaz;01;01260;45.9506630232, 5.68746147482
01358;Saint-Germain-les-Paroisses;01;01300;45.7328309975, 5.65715901636
01367;Saint-Julien-sur-Reyssouze;01;01560;46.44295833, 5.12304891736
01362;Saint-Jean-de-Thurigneux;01;01390;45.9283135136, 4.92727608131
01376;Saint-Maurice-de-Beynost;01;01700;45.8388521429, 4.95806179291
01368;Saint-Julien-sur-Veyle;01;01540;46.2212986861, 4.98198011208
77020;Bannost-Villegagnon;77;77970;48.6629667533, 3.14093688522
77021;Barbey;77;77130;48.3779377733, 2.96426271153
77025;Bazoches-lès-Bray;77;77118;48.3962434685, 3.16889442918
77027;Beaumont-du-Gâtinais;77;77890;48.1786433192, 2.5341392437
77034;Blandy;77;77115;48.5423516758, 2.77150375047
77035;Blennes;77;77940;48.3010302243, 2.97851595666
77037;Bois-le-Roi;77;77590;48.4860029495, 2.72692404848
77038;Boissettes;77;77350;48.5350739052, 2.60727189442
77039;Boissise-la-Bertrand;77;77350;48.5350739052, 2.60727189442
77045;Bougligny;77;77570;48.1729853259, 2.64931159934
77048;Bourron-Marlotte;77;77780;48.334846204, 2.70118147516
77050;Bransles;77;77620;48.1721615922, 2.86730865487
77051;Bray-sur-Seine;77;77480;48.4107576867, 3.29924400161
77052;Bréau;77;77720;48.5850477632, 2.89649549396
77059;Bussy-Saint-Martin;77;77600;48.8361794738, 2.73226890342
77060;Buthiers;77;77760;48.2952371456, 2.54278715647
77073;Chalautre-la-Petite;77;77160;48.5896767151, 3.24326653179
77081;Champdeuil;77;77390;48.6400377042, 2.79774834492
77089;La Chapelle-Rablais;77;77370;48.5606029777, 3.03744473884
77104;Châtres;77;77610;48.733632054, 2.85536623292
77108;Chelles;77;77500;48.8836002438, 2.59608427563
77114;Chevry-Cossigny;77;77173;48.7235256788, 2.6769970058
77122;Combs-la-Ville;77;77380;48.657625449, 2.57531812256
77123;Compans;77;77290;48.979596619, 2.61891087151
77125;Condé-Sainte-Libiaire;77;77450;48.9197013165, 2.80318191468
77131;Coulommiers;77;77120;48.7888234084, 3.09542739342
77137;Courtacon;77;77560;48.6366559441, 3.38263980516
77140;Coutençon;77;77154;48.4891565609, 3.02294060118
77146;Croissy-Beaubourg;77;77183;48.8166135478, 2.65568100478
77156;Darvault;77;77140;48.2750471622, 2.70959190478
77178;Faÿ-lès-Nemours;77;77167;48.2322771865, 2.71472288232
77194;Forges;77;77130;48.3779377733, 2.96426271153
77198;Fromont;77;77760;48.2952371456, 2.54278715647
77199;Fublaines;77;77470;48.9379174307, 2.95705670409
77206;Giremoutiers;77;77120;48.7888234084, 3.09542739342
77211;Grandpuits-Bailly-Carrois;77;77720;48.5850477632, 2.89649549396
77215;Gretz-Armainvilliers;77;77220;48.7441435085, 2.75833565592
77217;Grisy-Suisnes;77;77166;48.6689119155, 2.65738604224
77221;Guermantes;77;77600;48.8361794738, 2.73226890342
77226;Héricy;77;77850;48.4420531578, 2.78873977925
77228;Hondevilliers;77;77510;48.8662025287, 3.27608944566
77232;Isles-lès-Villenoy;77;77450;48.9197013165, 2.80318191468
77238;Jouarre;77;77640;48.9061273296, 3.10099022317
77249;Lésigny;77;77150;48.7409851538, 2.62903924486
77256;Lizines;77;77650;48.5152037389, 3.24054822685
77257;Lizy-sur-Ourcq;77;77440;49.0212011816, 3.05011291504
77261;Lorrez-le-Bocage-Préaux;77;77710;48.2430767523, 2.88428828636
77264;Lumigny-Nesles-Ormeaux;77;77540;48.6871810178, 2.97337841043
77267;La Madeleine-sur-Loing;77;77570;48.1729853259, 2.64931159934
77269;Maincy;77;77950;48.5738526106, 2.69879445507
77270;Maisoncelles-en-Brie;77;77580;48.8615810668, 2.95011085183
77280;Mary-sur-Marne;77;77440;49.0212011816, 3.05011291504
77281;Mauperthuis;77;77120;48.7888234084, 3.09542739342
77283;May-en-Multien;77;77145;49.0701288323, 3.02511074107
77284;Meaux;77;77100;48.9417341013, 2.89233400365
77285;Le Mée-sur-Seine;77;77350;48.5350739052, 2.60727189442
77287;Meilleray;77;77320;48.7632652303, 3.31883214084
77295;Moisenay;77;77950;48.5738526106, 2.69879445507
77300;Montceaux-lès-Meaux;77;77470;48.9379174307, 2.95705670409
77305;Montereau-Fault-Yonne;77;77130;48.3779377733, 2.96426271153
77306;Montereau-sur-le-Jard;77;77950;48.5738526106, 2.69879445507
77307;Montévrain;77;77144;48.8764616468, 2.75749686803
77313;Montmachoux;77;77940;48.3010302243, 2.97851595666
77316;Moret-Loing-et-Orvanne;77;77250;48.3334508388, 2.82847916513
77318;Mortcerf;77;77163;48.7979316478, 2.90271680607
77328;Nanteau-sur-Essonne;77;77760;48.2952371456, 2.54278715647
77330;Nanteuil-lès-Meaux;77;77100;48.9417341013, 2.89233400365
77335;Chauconin-Neufmontiers;77;77124;48.9687525452, 2.84384652509
77338;Noisy-Rudignon;77;77940;48.3010302243, 2.97851595666
77339;Noisy-sur-École;77;77123;48.3612793646, 2.50123990973
77349;Othis;77;77280;49.0831743052, 2.65347938812
77354;Pamfou;77;77830;48.4598569753, 2.90486661459
77356;Passy-sur-Seine;77;77480;48.4107576867, 3.29924400161
77359;Perthes;77;77930;48.4690092081, 2.55644926131
77361;Pierre-Levée;77;77580;48.8615810668, 2.95011085183
77363;Le Pin;77;77181;48.9151571578, 2.61878172318
77373;Pontault-Combault;77;77340;48.7869451025, 2.6135089739
77376;Précy-sur-Marne;77;77410;48.9493778355, 2.7161171355
77382;Quincy-Voisins;77;77860;48.889293661, 2.86625543445
77385;Rebais;77;77510;48.8662025287, 3.27608944566
77386;Recloses;77;77760;48.2952371456, 2.54278715647
77387;Remauville;77;77710;48.2430767523, 2.88428828636
77393;Rozay-en-Brie;77;77540;48.6871810178, 2.97337841043
77395;Rumont;77;77760;48.2952371456, 2.54278715647
77401;Sainte-Aulde;77;77260;48.9692370904, 3.12481512651
77405;Saint-Cyr-sur-Morin;77;77750;48.9148071078, 3.22989278872
77407;Saint-Fargeau-Ponthierry;77;77310;48.5292083362, 2.53978127085
77409;Saint-Germain-Laval;77;77130;48.3779377733, 2.96426271153
77411;Saint-Germain-sous-Doue;77;77169;48.8249765475, 3.16311202199
77417;Saint-Léger;77;77510;48.8662025287, 3.27608944566
77428;Saint-Ouen-en-Brie;77;77720;48.5850477632, 2.89649549396
77431;Saint-Pierre-lès-Nemours;77;77140;48.2750471622, 2.70959190478
77432;Saint-Rémy-la-Vanne;77;77320;48.7632652303, 3.31883214084
77435;Saint-Sauveur-sur-École;77;77930;48.4690092081, 2.55644926131
77436;Saint-Siméon;77;77169;48.8249765475, 3.16311202199
77444;Sancy-lès-Provins;77;77320;48.7632652303, 3.31883214084
77447;Seine-Port;77;77240;48.5645874906, 2.60004351705
77451;Signy-Signets;77;77640;48.9061273296, 3.10099022317
01015;Arboys en Bugey;01;01300;45.7328309975, 5.65715901636
01005;Ambérieux-en-Dombes;01;01330;45.9976909227, 5.02164504767
01009;Andert-et-Condon;01;01300;45.7328309975, 5.65715901636
01026;Bâgé-le-Châtel;01;01380;46.3161847468, 4.97400450524
01008;Ambutrix;01;01500;45.9756078125, 5.34313562094
01014;Arbent;01;01100;46.2468792013, 5.65226081977
01012;Aranc;01;01110;45.9724218119, 5.577110369
02580;Oulchy-le-Château;02;02210;49.2129002416, 3.35011614589
02578;Oulches-la-Vallée-Foulon;02;02160;49.3988991643, 3.73817191868
02621;Presles-et-Thierny;02;02860;49.4877552055, 3.68304619282
02605;Pleine-Selve;02;02240;49.7790821794, 3.44336123783
02599;Pierremande;02;02300;49.5817295222, 3.19169688143
02613;Pontavert;02;02160;49.3988991643, 3.73817191868
02604;Pithon;02;02480;49.7350949563, 3.17025333523
02596;Pavant;02;02310;48.9875725146, 3.27825135374
02673;Saint-Christophe-à-Berry;02;02290;49.4210899814, 3.18005200266
02698;Sancy-les-Cheminots;02;02880;49.4238582409, 3.38402828695
02667;Saconin-et-Breuil;02;02200;49.3519078898, 3.32022130463
02678;Sainte-Geneviève;02;02340;49.6857429854, 4.02291889368
02674;Saint-Clément;02;02360;49.7487127053, 4.14397175229
02671;Saint-Aubin;02;02300;49.5817295222, 3.19169688143
02675;Sainte-Croix;02;02820;49.512711001, 3.83344703407
02670;Saint-Algis;02;02260;49.966610567, 3.91127792949
02711;Serches;02;02220;49.3180108636, 3.5439628093
02458;Dhuys et Morin-en-Brie;02;02540;48.9128673746, 3.4403848461
02458;Dhuys et Morin-en-Brie;02;02330;48.9761149923, 3.54081832468
02471;Martigny-Courpierre;02;02860;49.4877552055, 3.68304619282
02483;Mézières-sur-Oise;02;02240;49.7790821794, 3.44336123783
02460;Marcy-sous-Marle;02;02250;49.738528886, 3.80415822108
02477;Mercin-et-Vaux;02;02200;49.3519078898, 3.32022130463
02467;Marizy-Saint-Mard;02;02470;49.1587462946, 3.23193409616
02490;Monampteuil;02;02000;49.5539294526, 3.59337928423
02474;Mennessis;02;02700;49.6402663387, 3.29629531322
02482;Meurival;02;02160;49.3988991643, 3.73817191868
02453;Maizy;02;02160;49.3988991643, 3.73817191868
02439;Les Septvallons;02;02160;49.3988991643, 3.73817191868
02422;Lesquielles-Saint-Germain;02;02120;49.8880905983, 3.64129929098
02435;Logny-lès-Aubenton;02;02500;49.890758884, 4.10750632589
02451;Magny-la-Fosse;02;02420;49.965313712, 3.25435934968
02428;Licy-Clignon;02;02810;49.0972662755, 3.19919233532
02448;Mâchecourt;02;02350;49.6393180069, 3.83480530276
02446;Ly-Fontaine;02;02440;49.7371553151, 3.27915713778
02426;Levergies;02;02420;49.965313712, 3.25435934968
02449;Macogny;02;02470;49.1587462946, 3.23193409616
02427;Lhuys;02;02220;49.3180108636, 3.5439628093
02558;Le Nouvion-en-Thiérache;02;02170;50.0019463297, 3.79418155637
02538;Nanteuil-Notre-Dame;02;02210;49.2129002416, 3.35011614589
02535;Nampcelles-la-Cour;02;02140;49.8210899574, 3.91454720458
02537;Nanteuil-la-Fosse;02;02880;49.4238582409, 3.38402828695
02533;Muret-et-Crouttes;02;02210;49.2129002416, 3.35011614589
02532;Moÿ-de-l'Aisne;02;02610;49.7503485769, 3.3508195834
02552;Neuvillette;02;02390;49.8377010181, 3.51039258756
02542;Neuflieux;02;02300;49.5817295222, 3.19169688143
02554;Nogentel;02;02400;49.0643447361, 3.3912505936
02539;Nauroy;02;02420;49.965313712, 3.25435934968
02511;Montigny-en-Arrouaise;02;02110;49.9673733527, 3.44143561655
02515;Montigny-lès-Condé;02;02330;48.9761149923, 3.54081832468
02512;Montigny-l'Allier;02;02810;49.0972662755, 3.19919233532
02501;Montchâlons;02;02860;49.4877552055, 3.68304619282
02500;Montbrehain;02;02110;49.9673733527, 3.44143561655
02502;Montcornet;02;02340;49.6857429854, 4.02291889368
02518;Montlevon;02;02330;48.9761149923, 3.54081832468
02499;Montbavin;02;02000;49.5539294526, 3.59337928423
02525;Morcourt;02;02100;49.8685441759, 3.30178111999
02529;Mortiers;02;02270;49.714634271, 3.5968851996
02403;Landifay-et-Bertaignemont;02;02120;49.8880905983, 3.64129929098
02405;Landouzy-la-Ville;02;02140;49.8210899574, 3.91454720458
02393;Jouaignes;02;02220;49.3180108636, 3.5439628093
02378;La Hérie;02;02500;49.890758884, 4.10750632589
02398;Juvigny;02;02880;49.4238582409, 3.38402828695
02391;Jeantes;02;02140;49.8210899574, 3.91454720458
02385;Housset;02;02250;49.738528886, 3.80415822108
02384;Houry;02;02140;49.8210899574, 3.91454720458
02418;Lerzy;02;02260;49.966610567, 3.91127792949
02373;Hary;02;02140;49.8210899574, 3.91454720458
02559;Nouvion-et-Catillon;02;02270;49.714634271, 3.5968851996
02577;Ostel;02;02370;49.4107346804, 3.51937274632
02566;Ognes;02;02300;49.5817295222, 3.19169688143
02569;Oisy;02;02450;50.0067534754, 3.69457044766
02567;Ohis;02;02500;49.890758884, 4.10750632589
02661;Royaucourt-et-Chailvet;02;02000;49.5539294526, 3.59337928423
02633;Quincy-sous-le-Mont;02;02220;49.3180108636, 3.5439628093
02653;Romeny-sur-Marne;02;02310;48.9875725146, 3.27825135374
02637;Remaucourt;02;02100;49.8685441759, 3.30178111999
02641;Renneval;02;02340;49.6857429854, 4.02291889368
02644;Retheuil;02;02600;49.2730511855, 3.12339772854
02624;Proisy;02;02120;49.8880905983, 3.64129929098
02638;Remies;02;02270;49.714634271, 3.5968851996
02625;Proix;02;02120;49.8880905983, 3.64129929098
02737;Tavaux-et-Pontséricourt;02;02250;49.738528886, 3.80415822108
02713;Seringes-et-Nesles;02;02130;49.1935797302, 3.55982855371
02726;Sommette-Eaucourt;02;02480;49.7350949563, 3.17025333523
02718;Silly-la-Poterie;02;02460;49.1801295296, 3.14646603898
02732;Surfontaine;02;02240;49.7790821794, 3.44336123783
02735;Tannières;02;02220;49.3180108636, 3.5439628093
02738;Tergnier;02;02700;49.6402663387, 3.29629531322
02716;Servais;02;02700;49.6402663387, 3.29629531322
02729;Soucy;02;02600;49.2730511855, 3.12339772854
01004;Ambérieu-en-Bugey;01;01500;45.9756078125, 5.34313562094
02819;Vincy-Reuil-et-Magny;02;02340;49.6857429854, 4.02291889368
02834;Wissignicourt;02;02320;49.5132435119, 3.44966195866
03022;Bellenaves;03;03330;46.21070511, 3.02004688789
03035;Le Bouchaud;03;03130;46.3489734556, 3.83441218096
03005;Archignat;03;03380;46.359524355, 2.44784253368
02823;Voharies;02;02140;49.8210899574, 3.91454720458
03015;Bagneux;03;03460;46.6591659055, 3.26064885085
02824;Vorges;02;02860;49.4877552055, 3.68304619282
03037;Braize;03;03360;46.6639251389, 2.70661035992
04167;La Robine-sur-Galabre;04;04000;44.1282802436, 6.25179168531
04155;Prads-Haute-Bléone;04;04420;44.1915370123, 6.39634951994
04177;Hautes-Duyes;04;04380;44.1606174491, 6.13108296701
04161;Méolans-Revel;04;04340;44.4048142358, 6.43134796483
04162;Revest-des-Brousses;04;04150;44.0485937813, 5.61131710182
04170;La Rochette;04;06260;43.9759308664, 6.94521623557
04157;Puimoisson;04;04410;43.8849946548, 6.15663492635
04159;Redortiers;04;04150;44.0485937813, 5.61131710182
07075;Cros-de-Géorand;07;07630;44.823196527, 4.12827779008
07075;Cros-de-Géorand;07;07510;44.7724320903, 4.10278815831
07059;Châteaubourg;07;07130;44.9316322296, 4.81226403261
07053;Chandolas;07;07230;44.4641163394, 4.18572827248
07048;Chalencon;07;07240;44.8957469778, 4.61507184197
07051;Champagne;07;07340;45.2924764647, 4.74577611197
07065;Chirols;07;07380;44.6419926535, 4.23684752735
07077;Darbres;07;07170;44.577154025, 4.48966279879
07052;Champis;07;07440;44.944716427, 4.72650218637
07039;Bozas;07;07410;45.0785518852, 4.63820208149
08116;Bairon et ses environs;08;08390;49.5311407275, 4.82165471787
08116;Bairon et ses environs;08;08400;49.3759788124, 4.68476998487
08113;Chaumont-Porcien;08;08220;49.6447010155, 4.20764091673
08115;Chémery-Chéhéry;08;08450;49.6051172684, 4.92625814673
08115;Chémery-Chéhéry;08;08350;49.6865527767, 4.88064716793
08089;Buzancy;08;08240;49.4367865299, 4.95899557171
08107;Château-Porcien;08;08360;49.5450302072, 4.21650848613
08082;Brécy-Brières;08;08400;49.3759788124, 4.68476998487
08097;Challerange;08;08400;49.3759788124, 4.68476998487
08120;Chevières;08;08250;49.3052152829, 4.87924744188
08104;Chardeny;08;08400;49.3759788124, 4.68476998487
08169;Flaignes-Havys;08;08260;49.8443145713, 4.39580518668
08183;Fromelennes;08;08600;50.1133571937, 4.82014456381
08203;Guignicourt-sur-Vence;08;08430;49.640530091, 4.63694395788
08180;La Francheville;08;08000;49.7589748085, 4.71308364849
08200;Grivy-Loisy;08;08400;49.3759788124, 4.68476998487
08211;Haraucourt;08;08450;49.6051172684, 4.92625814673
08223;Herbeuval;08;08370;49.5990875721, 5.27880368483
08220;Hauviné;08;08310;49.3635077627, 4.43297841227
08172;Fligny;08;08380;49.91319612, 4.30466764624
08242;Laifour;08;08800;49.898909719, 4.79046954849
08235;Issancourt-et-Rumel;08;08440;49.7465336406, 4.81357930291
